series;model;train_time;val_MAE;val_RMSE;val_sMAPE;test_MAE;test_RMSE;test_sMAPE;error_occurred
B;Adaptive SES (a=0.1, q=0.05);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.1, q=0.1);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.1, q=0.2);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.1, q=0.3);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.1, q=0.4);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.1, q=0.5);0,0009982585906982422;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.2, q=0.05);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.2, q=0.1);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.2, q=0.2);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.2, q=0.3);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.2, q=0.4);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.2, q=0.5);0,0009999275207519531;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.3, q=0.05);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.3, q=0.1);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.3, q=0.2);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.3, q=0.3);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.3, q=0.4);0,0009996891021728516;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.3, q=0.5);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.4, q=0.05);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.4, q=0.1);0,001077890396118164;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.4, q=0.2);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.4, q=0.3);0,0005362033843994141;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.4, q=0.4);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.4, q=0.5);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.5, q=0.05);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.5, q=0.1);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.5, q=0.2);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.5, q=0.3);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.5, q=0.4);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.5, q=0.5);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.7, q=0.05);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.7, q=0.1);0,0010416507720947266;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.7, q=0.2);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.7, q=0.3);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.7, q=0.4);0,00010752677917480469;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
B;Adaptive SES (a=0.7, q=0.5);0,0;4,453125;5,5049693459637;4,424284344684243;3,9969696969696953;5,158958081323056;3,972161277592238;False
